@relation kddtrain2017_30
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature60 real
@attribute Feature5 real
@attribute Feature1 real
@attribute Feature65 real
@attribute Feature11 real
@attribute Feature20 real
@attribute Feature87 real
@attribute Feature26 real
@attribute Feature97 real
@attribute Feature95 real
@attribute class {0,1,2}
@data
0.88588,0.88144,0.7393,0,0.31989,0.6027,0.88516,0.19952,0.8761,0.33656,0.39846,0.38116,0.66819,0.82315,0.50945,0.29295,0.50439,0.71786,0.15928,0.00061,0.41234,0.58426,0.04095,0.08019,0.08044,0.18666,0.00093,0.88549,0.62859,0.45136,?
0.45182,0.44286,0.16658,0.57141,0.40716,0.33255,0.01826,0.37273,0.00096,0.69582,0.25785,0.00017,0.25276,0.66442,0.41645,0.88591,0.69032,0.17725,0.45168,0.6465,0.52247,0.33299,0.61518,0.58429,0.3363,0.73546,0.49698,0.88578,0.87688,0.48722,?
0.45122,0.46096,0.15095,0.49663,0.25744,0.26541,0.01842,0.186,0.03503,0.6956,0.0587,0.00024,0.09751,0.53151,0.416,0.88596,0.61984,0.00088,0.34107,0.56654,0.51836,0.08824,0.50966,0.45134,0.11551,0.66845,0.42571,0.885,0.73582,0.17782,?
0.85841,0.88509,0.70864,0.00087,0.10647,0.53172,0.83213,0.11989,0.88513,0.44298,0.33625,0.29289,0.60219,0.7701,0.46091,0.37227,0.60291,0.54044,0.05351,0.00095,0.42025,0.45653,0.20427,0.40708,0.13337,0.38915,0.00033,0.88575,0.69028,0.37256,?
0.65954,0.65538,0.39251,0.24327,0.00033,0.3583,0.43473,0.02256,0.42567,0.58403,0.17743,0.00098,0.42986,0.71727,0.54072,0.63775,0.70889,0.31074,0.08876,0.31083,0.62493,0.36716,0.34501,0.38126,0.0449,0.50945,0.17762,0.88528,0.88515,0.42537,?
0.69904,0.84166,0.75739,0.36736,0.00005,0.71774,0.51328,0.00054,0.79659,0.38125,0.10281,0.65516,0.4876,0.77988,0.45677,0.5409,0.55394,0.20453,0.2486,0.23994,0.50934,0.33292,0.48218,0.72673,0.00087,0.6332,0.49604,0.885,0.88542,0.46068,?
0.60283,0.68661,0.80803,0.00073,0.08884,0.78316,0.66486,0.25275,0.83261,0.46096,0.40378,0.68176,0.77497,0.88507,0.56621,0.36354,0.63357,0.38956,0.04443,0.00002,0.47884,0.63703,0.26139,0.52211,0.41646,0.44204,0.00001,0.54028,0.70869,0.88578,?
0.47363,0.44214,0.26129,0.17325,0.28315,0.52271,0.0625,0.26188,0.00094,0.55348,0.21757,0.35464,0.30569,0.6901,0.61984,0.59378,0.69983,0.19576,0.1427,0.34573,0.7171,0.3729,0.32763,0.31093,0.23915,0.45162,0.00069,0.88564,0.88552,0.54955,?
0.50417,0.34511,0.30803,0.42001,0.32797,0.61571,0.31954,0.60685,0.00032,0.25792,0.70809,0.34528,0.52265,0.88517,0.5713,0.5132,0.40774,0.53121,0.43458,0.30198,0.53591,0.62851,0.15924,0.01804,0.88527,0.26514,0.54014,0.69077,0.81498,0.72607,?
0.58051,0.55381,0.34376,0.38507,0.00012,0.46535,0.2742,0.00064,0.22155,0.69034,0.09787,0.05393,0.2527,0.87663,0.77919,0.60234,0.83296,0.19546,0.23091,0.31093,0.78302,0.21267,0.42937,0.54904,0.00011,0.57526,0.46017,0.88502,0.88519,0.23088,?
0.61907,0.64201,0.41267,0.43431,0.0004,0.42578,0.35434,0.14673,0.39825,0.62438,0.25753,0.00075,0.33684,0.85021,0.6466,0.61154,0.76165,0.22125,0.28368,0.30126,0.66415,0.2707,0.44725,0.59308,0.29267,0.60253,0.56668,0.88594,0.88597,0.31947,?
0.56296,0.56247,0.32512,0.41614,0.00046,0.37647,0.27425,0.04935,0.27498,0.8589,0.06283,0.00038,0.26553,0.75248,0.5275,0.83235,0.88517,0.02716,0.21719,0.39884,0.59351,0.14251,0.56206,0.72637,0.09733,0.77922,0.43477,0.85092,0.88597,0.25707,?
0.23587,0.08826,0.27946,0.58883,0.46073,0.55852,0.29229,0.6197,0.00002,0.20465,0.68104,0.23017,0.38911,0.88516,0.49179,0.40737,0.35482,0.58412,0.67305,0.29286,0.40304,0.53572,0.45122,0.61126,0.7792,0.50908,0.88509,0.17711,0.70891,0.48746,?
0.50994,0.28829,0.3321,0.60208,0.6647,0.6644,0.442,0.7049,0.00016,0.18674,0.81443,0.48704,0.55862,0.84169,0.42094,0.32798,0.34542,0.88576,0.7747,0.31957,0.32362,0.77922,0.55809,0.79685,0.74316,0.56221,0.88574,0.57564,0.646,0.67358,?
0.36393,0.19014,0.39808,0.53549,0.5584,0.41638,0.72633,0.60206,0.38109,0.16479,0.76594,0.13339,0.45649,0.69925,0.38579,0.0006,0.32373,0.88595,0.7211,0.18655,0.19555,0.53573,0.48793,0.78862,0.64652,0.39415,0.8854,0.0001,0.3191,0.18675,?
0.44239,0.37665,0.57733,0.44229,0.18602,0.48217,0.80525,0.50498,0.67356,0.19917,0.69541,0.08086,0.64211,0.88586,0.44217,0.22162,0.38132,0.56661,0.53517,0.00076,0.29208,0.52245,0.27019,0.54079,0.82361,0.3818,0.88518,0.08096,0.5849,0.47838,?
0.44731,0.36759,0.56652,0.4872,0.38973,0.4071,0.88598,0.60673,0.72655,0.09757,0.78333,0.18626,0.65006,0.62882,0.31409,0.00089,0.24305,0.74308,0.63759,0.08885,0.14644,0.58065,0.36343,0.63732,0.82371,0.3197,0.88559,0.00998,0.29262,0.4162,?
0.18637,0.10238,0.36906,0.29226,0.00018,0.5805,0.32754,0.44219,0.1591,0.25256,0.5352,0.27445,0.41284,0.88557,0.58495,0.49688,0.42099,0.18624,0.23501,0.11577,0.55852,0.34197,0.05884,0.00065,0.88579,0.24845,0.46934,0.04451,0.83204,0.49671,?
0.03536,0.00067,0.16297,0.51338,0.46946,0.32308,0.07113,0.67776,0.00034,0.80537,0.59731,0.00985,0.30116,0.63758,0.49164,0.81436,0.84161,0.31001,0.46519,0.56629,0.61589,0.42023,0.50497,0.44208,0.88593,0.62886,0.46001,0.00061,0.88544,0.5311,?
0.53191,0.4427,0.25989,0.33266,0.15098,0.51877,0.17798,0.07504,0.00089,0.73551,0.09789,0.33641,0.32732,0.69946,0.6111,0.68172,0.83699,0.19582,0.21239,0.38966,0.70446,0.33602,0.50006,0.61164,0.00018,0.6467,0.27426,0.88545,0.885,0.47807,?
0.23515,0.19987,0.49351,0.19098,0.05313,0.82799,0.23063,0.35496,0.1599,0.42914,0.32722,0.85891,0.55842,0.79622,0.69531,0.62886,0.55827,0.00081,0.04495,0.34553,0.7397,0.44297,0.17348,0.0006,0.65521,0.31427,0.03592,0.23907,0.88573,0.88513,?
0.00016,0.01352,0.26325,0.54093,0.41605,0.50036,0.00078,0.56209,0.02706,0.86349,0.44741,0.23901,0.23565,0.76121,0.60224,0.8411,0.88587,0.18622,0.4297,0.63786,0.66431,0.32771,0.60268,0.5667,0.7084,0.70419,0.44213,0.00048,0.88583,0.46946,?
0.00001,0.00413,0.37887,0.74878,0.61182,0.74893,0.00018,0.72619,0.00952,0.39821,0.52748,0.77978,0.23527,0.71716,0.58437,0.69937,0.49126,0.21296,0.74862,0.61183,0.66896,0.34103,0.57193,0.53116,0.84147,0.61549,0.88557,0.00031,0.88552,0.46926,?
0.42098,0.23956,0.38714,0.51808,0.53126,0.38556,0.75274,0.60607,0.38931,0.15975,0.78354,0.17754,0.51301,0.59343,0.29602,0.00017,0.27988,0.88589,0.70828,0.15072,0.11997,0.58046,0.44753,0.74331,0.68138,0.37235,0.88583,0.08889,0.23967,0.27404,?
0.44288,0.45174,0.17,0.24372,0.21224,0.32397,0.00057,0.12472,0.01852,0.64254,0.0536,0.07116,0.23002,0.57591,0.30107,0.87689,0.64665,0.07121,0.10669,0.4879,0.45668,0.26502,0.39867,0.31027,0.0351,0.59303,0.00025,0.88558,0.88551,0.46045,?
0.13324,0.13354,0.53103,0.2353,0.11581,0.88559,0.17729,0.30512,0.17714,0.41264,0.24815,0.88532,0.36725,0.88584,0.69586,0.65579,0.51333,0.00043,0.09777,0.38943,0.6812,0.27975,0.19553,0.00076,0.49694,0.32747,0.08065,0.08808,0.85895,0.55822,?
0.11117,0.00069,0.43487,0.87668,0.75281,0.86745,0.22148,0.69078,0.00035,0.54946,0.55386,0.85055,0.28398,0.88589,0.67323,0.67389,0.6332,0.47851,0.81987,0.86772,0.65059,0.41243,0.85855,0.85046,0.62849,0.76151,0.88529,0.00022,0.84168,0.34576,?
0.87291,0.88547,0.67736,0.04483,0.12403,0.46921,0.85805,0.06273,0.88535,0.61145,0.27963,0.13355,0.46087,0.80586,0.50492,0.4074,0.69536,0.55868,0.10659,0.00079,0.38915,0.31081,0.30148,0.60286,0.00083,0.5046,0.08817,0.88524,0.57595,0.06297,?
0.44218,0.45188,0.20161,0.181,0.10696,0.38546,0.00005,0.18644,0.01874,0.46913,0.13725,0.06277,0.28803,0.70851,0.44726,0.63738,0.59317,0.00963,0.05338,0.36316,0.53593,0.29287,0.26176,0.15989,0.26572,0.39895,0.00083,0.88522,0.8852,0.57525,?
0.42026,0.27923,0.25495,0.58092,0.33636,0.50978,0.28361,0.59312,0.00041,0.16848,0.70891,0.13344,0.50077,0.88571,0.46091,0.33681,0.31909,0.56641,0.61167,0.27432,0.33623,0.64267,0.35038,0.42567,0.85033,0.38162,0.88516,0.55836,0.63719,0.71794,?
0.46917,0.46577,0.27704,0.17719,0.00054,0.50995,0.05304,0.00074,0.04428,0.48769,0.01847,0.34514,0.24877,0.67348,0.63762,0.54018,0.65923,0.03528,0.08454,0.18659,0.74366,0.23958,0.2701,0.35405,0.00044,0.44755,0.16812,0.88533,0.88568,0.44248,?
0.51894,0.4079,0.15386,0.88554,0.66485,0.30511,0.22155,0.76121,0.00076,0.81493,0.65065,0.00083,0.51852,0.61159,0.55315,0.8766,0.71248,0.44295,0.77465,0.88579,0.58464,0.62835,0.87619,0.86714,0.85882,0.87245,0.8854,0.81459,0.67395,0.81491,?
0.50403,0.3415,0.36178,0.42978,0.28309,0.72111,0.32714,0.58412,0.00094,0.20422,0.67394,0.55815,0.54405,0.88569,0.62492,0.40765,0.31976,0.46098,0.39818,0.34564,0.50056,0.61155,0.19054,0.03558,0.88524,0.22106,0.51367,0.68181,0.63711,0.76138,?
0.00052,0.08839,0.32506,0.71282,0.38124,0.47302,0.00074,0.54922,0.17746,0.67381,0.42025,0.25758,0.14602,0.69066,0.57559,0.70804,0.76157,0.12438,0.63386,0.5407,0.67388,0.20809,0.55811,0.57522,0.71754,0.64246,0.88598,0.00098,0.88522,0.29247,?
0.03157,0.05895,0.2126,0.52788,0.38158,0.37254,0.00044,0.63313,0.05311,0.59742,0.53501,0.00094,0.26578,0.74363,0.5358,0.67396,0.70441,0.18648,0.50009,0.43413,0.60673,0.35841,0.3233,0.21228,0.88522,0.44215,0.61937,0.06204,0.88505,0.53138,?
0.00933,0.00042,0.31651,0.58052,0.3816,0.63359,0.01802,0.56675,0.0004,0.8016,0.49663,0.5136,0.21774,0.7521,0.81963,0.83201,0.82708,0.23976,0.45151,0.63706,0.88518,0.32717,0.5493,0.46037,0.75203,0.64616,0.52211,0.00017,0.88511,0.41698,?
0.55885,0.4425,0.24873,0.58057,0.38925,0.49664,0.23002,0.58052,0.00081,0.22104,0.61947,0.10673,0.52216,0.8857,0.46923,0.44297,0.34148,0.46928,0.61195,0.32725,0.3671,0.64241,0.32719,0.32779,0.77099,0.38539,0.83258,0.88508,0.68197,0.8141,?
0.58044,0.69069,0.76595,0.26174,0.0005,0.88553,0.42541,0.0007,0.64646,0.44228,0.08477,0.88519,0.36737,0.88537,0.60674,0.504,0.58434,0.1689,0.14604,0.2307,0.55835,0.23908,0.42082,0.61163,0.00039,0.55856,0.29211,0.73544,0.78853,0.31088,?
0.03523,0.00002,0.17359,0.63733,0.08841,0.34594,0.07132,0.4605,0.00096,0.79286,0.45685,0.29296,0.19977,0.39837,0.53126,0.88597,0.65947,0.08098,0.48753,0.38926,0.64277,0.20416,0.51363,0.63782,0.83217,0.76186,0.88516,0.00069,0.61978,0.3273,?
0.48797,0.50972,0.29099,0.27928,0.00061,0.44742,0.08896,0.00001,0.13338,0.62886,0.03148,0.22198,0.26526,0.67353,0.62893,0.69048,0.72693,0.06263,0.12812,0.30118,0.73518,0.25277,0.36349,0.42581,0.00081,0.55801,0.25799,0.8854,0.88568,0.44255,?
0.84548,0.88596,0.64695,0.08833,0.24801,0.40742,0.8051,0.12422,0.88517,0.46924,0.32354,0.08827,0.58864,0.72664,0.42967,0.31997,0.53504,0.64671,0.21271,0.0005,0.2923,0.50929,0.23973,0.47806,0.00008,0.39809,0.1775,0.88568,0.45118,0.37285,?
0.1813,0.17331,0.60667,0.18158,0.00051,0.88508,0.34504,0.27062,0.32727,0.34182,0.3273,0.88517,0.40781,0.88526,0.68618,0.48747,0.44752,0.11568,0.06239,0.23947,0.59395,0.29273,0.11996,0.00031,0.54077,0.2435,0.12423,0.0188,0.69956,0.46983,?
0.08881,0.00072,0.21794,0.61532,0.53156,0.43434,0.1777,0.42998,0.00041,0.88577,0.34114,0.15082,0.14681,0.71755,0.56206,0.88578,0.84128,0.35468,0.52773,0.70882,0.60264,0.23511,0.72127,0.73515,0.3276,0.81052,0.5221,0.00014,0.79667,0.11558,?
0.4511,0.46017,0.40558,0.41296,0.08857,0.51873,0.2745,0.15023,0.29203,0.7791,0.1063,0.15047,0.13787,0.88582,0.7923,0.67312,0.85012,0.00052,0.26163,0.38972,0.75783,0.00004,0.51362,0.63727,0.21287,0.65585,0.43403,0.62823,0.81471,0.00013,?
0.59345,0.68143,0.65325,0.37677,0.00029,0.79255,0.33611,0.00055,0.51374,0.45112,0.03536,0.88564,0.33617,0.69957,0.64691,0.67385,0.55817,0.07162,0.20891,0.33693,0.73983,0.20459,0.35023,0.36373,0.00008,0.51814,0.41657,0.85025,0.88554,0.33682,?
0.19917,0.1991,0.45196,0.43469,0.00066,0.50483,0.39833,0.44293,0.39827,0.68636,0.58838,0.23043,0.49115,0.77937,0.63373,0.6119,0.82338,0.29287,0.29693,0.27411,0.68675,0.43801,0.48234,0.6904,0.88551,0.65062,0.59316,0.00096,0.8853,0.58489,?
0.53524,0.65075,0.86377,0.06609,0.00073,0.8506,0.64623,0.02251,0.87639,0.46055,0.18617,0.81439,0.60664,0.88563,0.4785,0.44244,0.62489,0.32755,0.00078,0.13357,0.42055,0.44728,0.5092,0.88597,0.04498,0.66473,0.00034,0.42596,0.77068,0.56634,?
0.1422,0.09724,0.27743,0.35035,0.44219,0.55304,0.08841,0.52724,0.00082,0.71787,0.46949,0.2747,0.45152,0.83292,0.85801,0.85047,0.73528,0.32738,0.2218,0.69984,0.88518,0.5719,0.37271,0.04402,0.6114,0.44756,0.00094,0.19596,0.88599,0.81493,?
0.54023,0.33681,0.49614,0.45654,0.36364,0.51313,0.88565,0.54417,0.47859,0.10285,0.76167,0.26586,0.60673,0.76104,0.38142,0.00015,0.28893,0.79679,0.62425,0.0275,0.18615,0.56258,0.32387,0.61985,0.72683,0.31031,0.88545,0.19538,0.37283,0.3279,?
0.12438,0.00015,0.29975,0.57517,0.67354,0.5974,0.24887,0.75743,0.00083,0.85885,0.72677,0.3451,0.43477,0.85085,0.5311,0.83205,0.73572,0.611,0.46967,0.88532,0.39894,0.61521,0.52792,0.16885,0.84184,0.50097,0.2656,0.0006,0.58411,0.61934,?
0.00954,0.00097,0.21957,0.6158,0.49677,0.43801,0.01873,0.69059,0.00095,0.83634,0.56666,0.19552,0.26548,0.68177,0.49132,0.87646,0.84158,0.24873,0.56625,0.59362,0.59313,0.38111,0.58458,0.57582,0.88524,0.72637,0.63711,0.00048,0.88567,0.5136,?
0.45116,0.44783,0.22372,0.31422,0.15933,0.43855,0.01897,0.08054,0.00974,0.65534,0.00019,0.08054,0.22607,0.79606,0.60224,0.65516,0.77047,0.00034,0.20879,0.3721,0.64634,0.21714,0.46022,0.54973,0.00076,0.60293,0.25786,0.88585,0.885,0.43488,?
0.53521,0.49178,0.62694,0.38188,0.15965,0.53555,0.80566,0.52283,0.71787,0.11141,0.69091,0.18685,0.7357,0.88506,0.44241,0.20406,0.29262,0.49616,0.46076,0.00093,0.28379,0.58006,0.17728,0.3547,0.88589,0.27917,0.76172,0.26575,0.56657,0.66499,?
0.02275,0.00057,0.29414,0.52207,0.57597,0.5881,0.04414,0.64619,0.00001,0.72644,0.52764,0.29208,0.31486,0.88578,0.88516,0.86788,0.73066,0.33683,0.42995,0.76156,0.88154,0.46036,0.41297,0.06241,0.71799,0.46584,0.28353,0.00013,0.87627,0.58439,?
0.19082,0.22111,0.5826,0.32323,0.00009,0.72106,0.38148,0.4426,0.44286,0.32378,0.5222,0.55818,0.46936,0.88539,0.63391,0.5136,0.46072,0.15989,0.22158,0.20428,0.58454,0.3584,0.14601,0.08832,0.88557,0.30179,0.44237,0.00073,0.78882,0.55832,?
0.58077,0.757,0.82317,0.24896,0.00004,0.82351,0.46924,0.35819,0.82318,0.38161,0.4251,0.76128,0.67751,0.88572,0.69015,0.59341,0.52209,0.13384,0.13778,0.22176,0.68618,0.50948,0.11101,0.00047,0.71744,0.29645,0.27409,0.6905,0.87698,0.88521,?
0.00493,0.00059,0.44254,0.64268,0.48768,0.88579,0.00979,0.5719,0.00086,0.47351,0.43823,0.885,0.19598,0.88519,0.68607,0.71726,0.54999,0.22152,0.58811,0.59337,0.67714,0.30105,0.4731,0.35494,0.65521,0.53508,0.69077,0.00099,0.86789,0.38157,?
0.44268,0.25272,0.50243,0.44283,0.35426,0.50063,0.88558,0.54989,0.50475,0.11903,0.77044,0.15946,0.58036,0.84141,0.44743,0.09732,0.35058,0.79647,0.61994,0.00037,0.30506,0.53568,0.28875,0.57562,0.74341,0.33604,0.88542,0.00076,0.55807,0.27477,?
0.00095,0.03525,0.35293,0.85088,0.56608,0.63386,0.00095,0.72614,0.07183,0.55305,0.53157,0.43476,0.24377,0.83279,0.42074,0.71756,0.62833,0.17778,0.69044,0.88538,0.43816,0.33235,0.70438,0.52227,0.8858,0.61984,0.81493,0.00082,0.86728,0.48774,?
0.87611,0.8853,0.69274,0.01391,0.49658,0.50056,0.86796,0.35077,0.88548,0.16899,0.48265,0.20404,0.69995,0.79601,0.58877,0.0005,0.3818,0.76112,0.24835,0.02746,0.40372,0.64648,0.03526,0.04457,0.20411,0.0226,0.00082,0.88554,0.42575,0.53104,?
0.27924,0.36357,0.30353,0.69987,0.31937,0.367,0.07173,0.44748,0.23957,0.80171,0.28896,0.00021,0.18148,0.73501,0.53142,0.88509,0.79673,0.00012,0.53144,0.65566,0.60246,0.14643,0.77079,0.88523,0.57517,0.88573,0.74391,0.48713,0.87633,0.29294,?
0.19505,0.2439,0.56231,0.19066,0.13312,0.88592,0.14211,0.23006,0.23988,0.42083,0.16489,0.88561,0.38123,0.88511,0.6955,0.59302,0.5222,0.00038,0.06619,0.38177,0.65027,0.31013,0.21753,0.0534,0.32799,0.32304,0.00019,0.24818,0.79618,0.6194,?
0.50095,0.44293,0.11774,0.7579,0.62835,0.23594,0.11545,0.62833,0.00086,0.71276,0.49697,0.00048,0.38142,0.46911,0.36339,0.83239,0.61972,0.36383,0.62806,0.88564,0.45148,0.50445,0.79243,0.69925,0.62893,0.76582,0.62885,0.88513,0.64692,0.64606,?
0.4424,0.47867,0.22858,0.61178,0.22172,0.38584,0.00005,0.11152,0.07125,0.81996,0.04063,0.23983,0.01888,0.53152,0.58856,0.88571,0.77972,0.08028,0.44777,0.54963,0.72648,0.05813,0.62886,0.70836,0.00013,0.79641,0.67326,0.88522,0.80595,0.03597,?
0.05339,0.00056,0.228,0.61126,0.46098,0.45607,0.10652,0.63791,0.00052,0.83685,0.54483,0.06226,0.28398,0.85,0.68665,0.7886,0.88529,0.27414,0.54453,0.59333,0.70431,0.36721,0.58493,0.57577,0.81413,0.68146,0.62838,0,0.88527,0.46036,?
0.87287,0.88561,0.64626,0.05893,0.10643,0.40785,0.85879,0.05378,0.88547,0.52729,0.30109,0.00989,0.58816,0.80577,0.45149,0.41635,0.53512,0.60264,0.11134,0.00022,0.265,0.46054,0.23555,0.46986,0.00029,0.442,0.11599,0.88569,0.43485,0.31983,?
0.28385,0.18187,0.4496,0.29225,0.00065,0.7215,0.38116,0.44292,0.17742,0.21299,0.54975,0.55868,0.50083,0.88515,0.55318,0.42526,0.35401,0.21258,0.23941,0.10629,0.46529,0.4165,0.05349,0.00016,0.88569,0.21241,0.47814,0.18607,0.70834,0.61924,?
0.86796,0.85865,0.67537,0.01304,0.1508,0.51887,0.85044,0.07574,0.83213,0.47847,0.35417,0.15066,0.61936,0.88547,0.47812,0.41616,0.50418,0.70833,0.08869,0.0005,0.27048,0.54984,0.18641,0.37249,0.00031,0.39488,0.02787,0.88594,0.46922,0.3892,?
0.88501,0.88578,0.75966,0.00021,0.06227,0.63387,0.88596,0.08871,0.8853,0.41202,0.32744,0.38165,0.64672,0.88519,0.5001,0.34577,0.56209,0.54003,0.03179,0.00098,0.38113,0.47336,0.17386,0.3454,0.11506,0.34577,0.00012,0.88516,0.6466,0.40767,?
0.24316,0.14689,0.13779,0.68106,0.60215,0.27472,0.19599,0.50909,0.00006,0.88557,0.41274,0.00053,0.24365,0.54907,0.50975,0.88508,0.7964,0.40742,0.58,0.80528,0.58889,0.35004,0.77013,0.73504,0.41671,0.8102,0.55832,0.29284,0.70848,0.29213,?
0.6372,0.6814,0.44527,0.11178,0.00001,0.41225,0.38962,0.08057,0.47875,0.50072,0.2302,0.00038,0.4564,0.82393,0.58826,0.49626,0.69536,0.30119,0.08822,0.04442,0.61938,0.41238,0.21725,0.3894,0.15942,0.44273,0.17711,0.88534,0.88545,0.5224,?
0.56251,0.58409,0.33633,0.35027,0.00058,0.38904,0.23964,0.09315,0.28361,0.67718,0.10639,0.00005,0.27488,0.77957,0.64264,0.66495,0.78894,0.02716,0.18611,0.32704,0.69529,0.16861,0.4299,0.53154,0.1862,0.59796,0.37267,0.88546,0.88544,0.31084,?
0.58025,0.5664,0.3411,0.40772,0.00054,0.4343,0.2744,0.11599,0.24849,0.77977,0.13761,0.00059,0.21791,0.86747,0.69961,0.72689,0.85869,0.04468,0.22118,0.37281,0.70845,0.10259,0.49168,0.61189,0.23085,0.66838,0.4426,0.88536,0.88588,0.1598,?
0.54436,0.4478,0.20867,0.25708,0.00007,0.40745,0.2041,0.0006,0.0097,0.7619,0.04431,0.18618,0.32731,0.62839,0.60219,0.68195,0.86311,0.08891,0.10663,0.30199,0.73013,0.27016,0.43875,0.57519,0.00051,0.62862,0.21268,0.88527,0.88506,0.45175,?
0.03505,0.00038,0.23266,0.71767,0.41689,0.46539,0.07131,0.58831,0.00072,0.73957,0.48212,0.13399,0.23069,0.79638,0.65039,0.7525,0.80532,0.20434,0.65085,0.54964,0.69502,0.29648,0.54029,0.53195,0.76136,0.64241,0.88585,0.00084,0.88502,0.38929,?
0.56613,0.57179,0.33839,0.43422,0.00069,0.42048,0.2485,0.18637,0.25773,0.70829,0.2049,0.00023,0.34156,0.84128,0.63731,0.68175,0.8103,0.03551,0.26586,0.33619,0.65975,0.23503,0.48748,0.63758,0.37267,0.65935,0.53173,0.88562,0.88594,0.43466,?
0.34113,0.44755,0.55832,0.34559,0.00044,0.29229,0.61171,0.35892,0.82307,0.81087,0.47372,0.00043,0.64279,0.5843,0.50437,0.73581,0.88599,0.23071,0.16409,0.36361,0.6554,0.45149,0.4879,0.6114,0.71761,0.67359,0.32716,0.07118,0.88572,0.67335,?
0.63358,0.65058,0.42549,0.32346,0.00043,0.43471,0.38183,0.15941,0.41685,0.75206,0.18691,0.00035,0.36332,0.86715,0.66859,0.72678,0.83222,0.05395,0.14644,0.35472,0.67776,0.19947,0.45624,0.55888,0.31907,0.64203,0.29262,0.88531,0.88509,0.34503,?
0.31943,0.18131,0.30512,0.57547,0.30184,0.61162,0.27458,0.54957,0.0005,0.15919,0.67371,0.33607,0.41616,0.88552,0.51318,0.31936,0.30122,0.54912,0.5937,0.26531,0.372,0.55385,0.35852,0.45176,0.79619,0.38551,0.88596,0.36377,0.60272,0.55841,?
0.55338,0.52258,0.75931,0.00095,0.30181,0.69532,0.8857,0.4471,0.82384,0.41266,0.5756,0.54032,0.88544,0.8503,0.62848,0.19518,0.61573,0.55835,0.15059,0.00007,0.50405,0.72167,0.04961,0.09782,0.59378,0.14623,0.00012,0.22105,0.60273,0.885,?
0.06276,0.00062,0.19766,0.62825,0.53123,0.39432,0.12435,0.55339,0.00061,0.85069,0.44729,0.0717,0.25749,0.71747,0.54414,0.88558,0.84129,0.31915,0.54412,0.69929,0.61957,0.35451,0.79254,0.88545,0.5756,0.8854,0.55859,0.0003,0.86723,0.389,?
0.2748,0.21708,0.398,0.29629,0.00021,0.65586,0.25729,0.44296,0.14231,0.20443,0.48721,0.42524,0.46051,0.88598,0.51328,0.40727,0.35098,0.08835,0.24372,0.10659,0.42051,0.37644,0.10645,0.10694,0.88591,0.25775,0.48736,0.29247,0.69949,0.66453,?
0.28805,0.0317,0.34563,0.40762,0.64675,0.67322,0.53143,0.38901,0.01854,0.15977,0.26593,0.46063,0.55339,0.88525,0.44214,0.00066,0.31975,0.39875,0.50001,0.46047,0.15947,0.48758,0.67364,0.88586,0.13377,0.44224,0.3545,0.04463,0.3192,0.57575,?
0.28899,0.12894,0.32766,0.59312,0.5316,0.65596,0.31905,0.68668,0.00021,0.18679,0.73956,0.42556,0.41626,0.88526,0.46073,0.37295,0.32349,0.63719,0.70881,0.30115,0.34133,0.57527,0.46509,0.62877,0.84126,0.50093,0.88585,0.25739,0.6463,0.51382,?
0.68613,0.74387,0.51303,0.19092,0.00001,0.4251,0.48761,0.04425,0.60283,0.58028,0.17775,0.00092,0.4652,0.85051,0.62855,0.59392,0.72662,0.2655,0.05334,0.2748,0.64663,0.35417,0.33676,0.39878,0.08841,0.49662,0.10606,0.88594,0.88529,0.44281,?
0.57555,0.61119,0.75991,0.00052,0.20429,0.65012,0.79681,0.35028,0.86712,0.41617,0.48296,0.41647,0.84194,0.88532,0.56297,0.32724,0.61117,0.46948,0.1024,0.00031,0.47837,0.67722,0.11577,0.23051,0.49609,0.27904,0.00059,0.35426,0.71714,0.88501,?
0.48261,0.43405,0.60276,0.08433,0.3102,0.41645,0.8854,0.51352,0.78824,0.42951,0.65028,0.18691,0.88595,0.64638,0.69575,0.06226,0.58447,0.58472,0.23969,0.00078,0.55847,0.73509,0.00015,0.00062,0.71723,0.03114,0.16813,0.08044,0.3725,0.88593,?
0.00424,0.00071,0.44243,0.61591,0.51306,0.88545,0.00964,0.58829,0.00092,0.49165,0.4387,0.88546,0.19026,0.88502,0.72693,0.75213,0.5498,0.21205,0.59301,0.55803,0.71746,0.29263,0.43841,0.31982,0.66474,0.53523,0.67359,0.00006,0.86709,0.37276,?
0.61196,0.67399,0.41837,0.28308,0.00073,0.37647,0.33615,0.02277,0.46067,0.71258,0.04416,0.00022,0.35013,0.7525,0.59729,0.64606,0.83283,0.04433,0.12811,0.31075,0.66484,0.20467,0.44762,0.58492,0.04499,0.6155,0.25768,0.88545,0.88568,0.3631,?
