@relation kddtrain2017_20
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute class {0,1,2}
@data
0.11916,0.15569,0.54905,0.19924,0.15994,0.88516,0.14240,0.19531,0.21211,0.47853,0.11540,0.88500,0.31473,0.88551,0.73592,0.61973,0.58427,0.00096,0.08008,0.39889,2
0.03565,0.04065,0.15315,0.50476,0.34536,0.29690,0.00063,0.61546,0.00924,0.83256,0.54096,0.00082,0.27959,0.59359,0.45187,0.88580,0.82377,0.19546,0.38945,0.57518,1
0.81460,0.88527,0.60285,0.00987,0.37252,0.31998,0.74343,0.30557,0.88548,0.18115,0.41244,0.10617,0.65086,0.53130,0.42940,0.00026,0.34149,0.58444,0.18601,0.01852,1
0.60211,0.75777,0.83823,0.31042,0.00034,0.79208,0.57500,0.43863,0.88562,0.23078,0.55372,0.69997,0.73003,0.88548,0.56662,0.46055,0.38516,0.23071,0.25274,0.11569,0
0.44205,0.46561,0.25298,0.36393,0.03547,0.46045,0.00023,0.01884,0.04479,0.68151,0.00028,0.26515,0.23940,0.65538,0.63754,0.73588,0.75758,0.00050,0.19594,0.37217,0
0.57581,0.69522,0.79063,0.35893,0.00087,0.69593,0.64687,0.44214,0.88531,0.21793,0.58439,0.60241,0.73960,0.78828,0.48245,0.43452,0.38197,0.28302,0.31073,0.09727,0
0.61145,0.64285,0.40035,0.38126,0.00030,0.40338,0.33685,0.12496,0.39846,0.72699,0.15965,0.00055,0.36353,0.80598,0.52721,0.80511,0.76509,0.07123,0.17711,0.40753,2
0.84519,0.88546,0.68629,0.12877,0.00011,0.48781,0.80596,0.00091,0.88543,0.61105,0.22655,0.16835,0.53169,0.80518,0.48241,0.44253,0.61198,0.45146,0.10694,0.04445,1
0.53500,0.51356,0.78878,0.32348,0.19544,0.75217,0.86772,0.54012,0.82334,0.15009,0.71709,0.61925,0.76579,0.88562,0.55342,0.30112,0.33270,0.54908,0.42049,0.00039,0
0.08829,0.00050,0.18826,0.66462,0.54056,0.37639,0.17772,0.46556,0.00028,0.88509,0.37237,0.14232,0.17397,0.61145,0.56662,0.88563,0.81481,0.35463,0.57185,0.72642,0
0.73516,0.88583,0.70423,0.35023,0.00077,0.52273,0.58482,0.00024,0.88561,0.33677,0.13305,0.47861,0.50484,0.56687,0.41661,0.54080,0.49169,0.26569,0.23055,0.23997,2
0.33668,0.15599,0.17561,0.41228,0.54918,0.35094,0.36320,0.61947,0.00038,0.88544,0.64658,0.00049,0.49114,0.69900,0.63763,0.88529,0.75798,0.60260,0.28876,0.79663,2
0.51370,0.44240,0.07302,0.76157,0.63791,0.14652,0.14241,0.63710,0.00075,0.68679,0.51379,0.00018,0.40702,0.29263,0.28371,0.76124,0.57106,0.38928,0.63756,0.88561,0
0.50949,0.45678,0.25217,0.38903,0.08816,0.47851,0.13305,0.04409,0.02779,0.78399,0.00039,0.34574,0.26172,0.61189,0.54948,0.71734,0.86712,0.00083,0.24306,0.38192,0
0.26108,0.27954,0.48514,0.21715,0.08058,0.78389,0.15006,0.38186,0.18665,0.31492,0.34126,0.68100,0.51880,0.88573,0.62839,0.50462,0.41202,0.00042,0.11158,0.29286,2
0.00087,0.01349,0.25711,0.58027,0.37216,0.48742,0.00014,0.62810,0.02746,0.71286,0.51866,0.23967,0.24370,0.73545,0.58849,0.74347,0.78348,0.15006,0.49124,0.54974,1
0.44273,0.41278,0.27420,0.42952,0.32780,0.54947,0.06204,0.16498,0.00095,0.79294,0.08822,0.29279,0.19597,0.80561,0.75243,0.69923,0.88526,0.17777,0.34545,0.49673,0
0.35899,0.23057,0.35407,0.65056,0.51387,0.70806,0.25765,0.69906,0.00046,0.17327,0.71745,0.53196,0.46922,0.88566,0.60206,0.34551,0.29628,0.54920,0.69539,0.42525,1
0.88532,0.88146,0.74606,0.00035,0.31031,0.61503,0.88575,0.19569,0.87619,0.37251,0.38947,0.43485,0.59300,0.79642,0.54059,0.20495,0.52226,0.69971,0.15557,0.00013,1
0.00035,0.04097,0.39895,0.77401,0.61952,0.71757,0.00015,0.71293,0.08041,0.42013,0.54062,0.66448,0.25208,0.77080,0.55802,0.57533,0.57529,0.27401,0.75237,0.66429,2
0.21225,0.21283,0.53349,0.28861,0.00025,0.79288,0.27459,0.44284,0.27468,0.25709,0.46929,0.69994,0.46987,0.88565,0.59742,0.46093,0.38128,0.05396,0.19022,0.19507,2
0.62815,0.58032,0.24366,0.64238,0.88535,0.00072,0.58499,0.52298,0.48786,0.55837,0.50096,0.00020,0.37665,0.00096,0.20435,0.36364,0.44738,0.84149,0.76507,0.63731,2
0.62888,0.77015,0.43826,0.65592,0.14296,0.22131,0.37229,0.22668,0.65595,0.44249,0.15574,0.08002,0.28347,0.36308,0.50434,0.88573,0.35448,0.00077,0.47832,0.49659,2
0.37695,0.25745,0.35865,0.36700,0.21228,0.71766,0.23936,0.54938,0.00071,0.30576,0.64263,0.54900,0.41286,0.88526,0.60684,0.48784,0.42075,0.39893,0.35071,0.24897,1
0.47329,0.34534,0.14649,0.88526,0.81464,0.29285,0.25706,0.76158,0.00087,0.65007,0.62874,0.00060,0.42521,0.58441,0.43803,0.72680,0.58414,0.54985,0.85048,0.88558,0
0.51330,0.40373,0.54264,0.44249,0.29227,0.42040,0.88533,0.55835,0.66429,0.11965,0.74863,0.13393,0.67720,0.70803,0.35480,0.06299,0.29216,0.67346,0.58835,0.00038,0
0.38553,0.45126,0.42530,0.51808,0.21259,0.44296,0.27404,0.29294,0.40795,0.83205,0.18641,0.00032,0.21706,0.88520,0.67766,0.77933,0.88531,0.00027,0.37604,0.49617,2
0.58099,0.54038,0.62441,0.39480,0.25764,0.44239,0.88584,0.57111,0.80563,0.05392,0.75777,0.16890,0.76100,0.71739,0.35873,0.00096,0.23519,0.62821,0.51867,0.00967,0
0.06204,0.04972,0.15302,0.48747,0.04431,0.30532,0.02707,0.46575,0.00021,0.71755,0.45668,0.00038,0.23945,0.61100,0.47327,0.88563,0.65518,0.02789,0.27425,0.46982,0
0.31067,0.13761,0.21569,0.35460,0.47877,0.42995,0.34570,0.63345,0.00026,0.83218,0.69592,0.34512,0.45128,0.51364,0.69914,0.88509,0.73900,0.60233,0.23958,0.70887,2
0.46023,0.35019,0.35292,0.36301,0.18653,0.70477,0.22186,0.53575,0.00085,0.31022,0.58851,0.52228,0.48723,0.88501,0.62485,0.49693,0.41292,0.29211,0.31953,0.27463,1
0.07512,0.00035,0.38128,0.65052,0.66455,0.76184,0.15032,0.77405,0.00049,0.40327,0.65024,0.86768,0.38135,0.65504,0.69069,0.75260,0.46901,0.41602,0.71741,0.53156,2
0.17760,0.16492,0.55835,0.26154,0.00048,0.81414,0.32751,0.44244,0.30108,0.30144,0.50436,0.74308,0.47376,0.88588,0.67766,0.44238,0.42591,0.12417,0.17333,0.17773,2
0.46947,0.47879,0.15757,0.50933,0.28308,0.24308,0.05304,0.28841,0.07194,0.72647,0.14672,0.00069,0.12460,0.48711,0.40707,0.88567,0.65038,0.00035,0.35875,0.58484,0
0.57582,0.59308,0.73039,0.32391,0.16873,0.61919,0.80569,0.52733,0.84176,0.13307,0.67761,0.35486,0.81037,0.88501,0.50084,0.26505,0.30528,0.46931,0.40718,0.00016,0
0.53504,0.44280,0.31631,0.28810,0.05324,0.63365,0.18639,0.02768,0.00056,0.72620,0.03146,0.55848,0.31981,0.70815,0.74367,0.59336,0.87251,0.06216,0.16840,0.29215,0
0.41602,0.27428,0.40090,0.66417,0.75226,0.80130,0.28340,0.74307,0.00067,0.36794,0.65093,0.88574,0.42597,0.71733,0.60256,0.73546,0.44271,0.56610,0.75211,0.57529,2
0.46598,0.44249,0.17785,0.26555,0.19574,0.35453,0.04441,0.19966,0.00068,0.52287,0.12874,0.00031,0.29635,0.70892,0.38916,0.71762,0.60688,0.05308,0.14610,0.43467,0
0.35038,0.23978,0.21593,0.73542,0.66484,0.42988,0.22136,0.58078,0.00011,0.88528,0.46952,0.00024,0.34161,0.85875,0.62435,0.88575,0.88121,0.44230,0.63302,0.86788,2
0.43851,0.29235,0.57734,0.44217,0.26549,0.58863,0.85837,0.52295,0.56689,0.12887,0.73089,0.29208,0.58438,0.88526,0.44205,0.20489,0.34525,0.68146,0.57524,0.00033,0
0.32383,0.19976,0.09319,0.88532,0.75254,0.18696,0.24868,0.73534,0.00039,0.63382,0.61179,0.00048,0.39827,0.37238,0.33609,0.69911,0.53548,0.50452,0.81916,0.88545,0
0.44269,0.44703,0.22332,0.15588,0.10654,0.43812,0.00068,0.15964,0.00922,0.49645,0.11156,0.16848,0.27913,0.70848,0.55803,0.58491,0.64619,0.00947,0.05346,0.31014,0
0.15587,0.12477,0.46263,0.28833,0.00005,0.70401,0.28360,0.44263,0.22144,0.20459,0.50097,0.52278,0.40748,0.88524,0.54944,0.40749,0.33274,0.11510,0.21798,0.14239,2
0.08088,0.02297,0.19972,0.50944,0.42578,0.39800,0.11534,0.65563,0.00092,0.74351,0.58427,0.00021,0.33610,0.79608,0.66875,0.73513,0.81948,0.28363,0.43855,0.56686,1
0.18145,0.19066,0.16466,0.64271,0.48754,0.31066,0.00092,0.65949,0.01819,0.73518,0.53566,0.00098,0.39850,0.61946,0.37231,0.88500,0.72176,0.23907,0.53524,0.69967,1
0.04478,0.00014,0.32731,0.51359,0.51397,0.65528,0.08851,0.58058,0.00056,0.70495,0.49699,0.47882,0.23917,0.83239,0.85833,0.87640,0.70866,0.34525,0.43864,0.66437,1
0.44241,0.51853,0.19997,0.22188,0.01835,0.24839,0.00029,0.06281,0.15044,0.61516,0.07159,0.00069,0.25763,0.49671,0.30549,0.78823,0.66473,0.03518,0.05350,0.35432,0
0.60219,0.62849,0.69734,0.06617,0.17716,0.50957,0.83213,0.31478,0.88547,0.46910,0.49105,0.19500,0.75725,0.82373,0.41247,0.32715,0.61532,0.53177,0.15557,0.00000,2
0.00498,0.00079,0.35423,0.72672,0.46047,0.70806,0.00991,0.67343,0.00046,0.43873,0.51311,0.69918,0.23563,0.71749,0.61174,0.72663,0.51875,0.14217,0.66857,0.57506,2
0.25242,0.23953,0.15585,0.72153,0.49682,0.31001,0.02723,0.53574,0.00041,0.88570,0.41685,0.00090,0.23594,0.61923,0.53151,0.88569,0.81495,0.25776,0.60613,0.72636,0
0.40379,0.24862,0.08617,0.81944,0.88596,0.17328,0.31006,0.80546,0.00015,0.53184,0.66895,0.00002,0.45120,0.34515,0.29650,0.57591,0.46559,0.61141,0.88533,0.75281,0
0.33247,0.21754,0.09510,0.82338,0.67339,0.19029,0.23042,0.64625,0.00008,0.65916,0.53554,0.00053,0.35818,0.38197,0.34539,0.69941,0.58035,0.45129,0.71770,0.88531,0
0.34589,0.11933,0.34797,0.50920,0.54077,0.46505,0.68124,0.54425,0.23020,0.06285,0.71778,0.23011,0.38165,0.69996,0.35049,0.00001,0.27912,0.88589,0.71216,0.13380,0
0.50978,0.39840,0.62812,0.37671,0.25779,0.59394,0.88540,0.57159,0.66409,0.09370,0.76133,0.31918,0.70436,0.86710,0.46921,0.18605,0.29658,0.63770,0.50404,0.00008,0
0.40350,0.21228,0.23520,0.66865,0.78856,0.46968,0.38186,0.74302,0.00077,0.38512,0.72181,0.05322,0.44726,0.88539,0.44283,0.44280,0.46527,0.74301,0.83672,0.45138,1
0.51394,0.37203,0.33254,0.59344,0.36350,0.66428,0.28344,0.62453,0.00023,0.23967,0.72646,0.44216,0.53115,0.88583,0.54067,0.47825,0.37291,0.56643,0.62448,0.30184,1
0.18170,0.38196,0.62460,0.44279,0.55889,0.66495,0.18650,0.28864,0.58420,0.83644,0.00985,0.49699,0.42068,0.83298,0.50928,0.78899,0.77047,0.00012,0.27990,0.88542,2
0.86757,0.86726,0.69022,0.02777,0.35417,0.53183,0.85050,0.17742,0.85055,0.34570,0.36318,0.17716,0.61191,0.88555,0.51822,0.23918,0.49105,0.72607,0.20413,0.00073,1
0.00003,0.08849,0.47167,0.88559,0.56666,0.76516,0.00091,0.69543,0.17725,0.61582,0.49653,0.68175,0.21740,0.85009,0.55361,0.64633,0.69076,0.16856,0.72679,0.88563,2
0.00064,0.02716,0.34704,0.60289,0.34582,0.64205,0.00028,0.59310,0.05387,0.77001,0.47850,0.46933,0.21297,0.81427,0.84502,0.65593,0.88540,0.11575,0.54014,0.46903,1
0.15511,0.05845,0.15031,0.75757,0.59353,0.30192,0.19544,0.55341,0.00072,0.83696,0.45633,0.00001,0.24859,0.60247,0.50902,0.88569,0.75768,0.39858,0.65523,0.79698,0
0.56288,0.58899,0.35240,0.36373,0.08064,0.41287,0.23972,0.15948,0.29255,0.75787,0.11967,0.00012,0.20492,0.82393,0.66874,0.65587,0.87247,0.00096,0.22128,0.36386,2
0.01862,0.01395,0.14612,0.39852,0.08853,0.29294,0.00957,0.48787,0.00002,0.61111,0.46517,0.00029,0.17329,0.58466,0.48247,0.78806,0.65940,0.04433,0.25763,0.37215,0
0.51369,0.60649,0.83639,0.13355,0.00061,0.78879,0.69991,0.21297,0.88548,0.46555,0.38976,0.73592,0.78863,0.84122,0.42039,0.43486,0.62855,0.35476,0.07557,0.11510,2
0.00087,0.03568,0.44269,0.72183,0.45146,0.81477,0.00041,0.56606,0.07184,0.66833,0.41667,0.88538,0.19999,0.74333,0.71749,0.72654,0.74880,0.15082,0.58061,0.73585,2
0.09310,0.04491,0.43640,0.37646,0.00024,0.78327,0.18688,0.44283,0.08865,0.38948,0.51302,0.68180,0.31080,0.88590,0.68673,0.42593,0.50965,0.14277,0.28310,0.18656,2
0.60250,0.53181,0.66461,0.22682,0.45126,0.58490,0.88510,0.61905,0.74384,0.08803,0.75258,0.42541,0.88564,0.74338,0.54099,0.00071,0.27070,0.71750,0.38995,0.12429,2
0.29694,0.11985,0.19091,0.42554,0.60215,0.38125,0.35401,0.57500,0.00026,0.88565,0.58445,0.10633,0.39484,0.65552,0.61999,0.88545,0.76534,0.61929,0.30178,0.85004,2
0.58491,0.44226,0.35859,0.83618,0.85874,0.71786,0.28340,0.86312,0.00047,0.33209,0.72161,0.81456,0.55357,0.61989,0.46055,0.66437,0.26191,0.57522,0.82368,0.88558,2
0.14237,0.03507,0.13562,0.71765,0.62814,0.27046,0.21235,0.50962,0.00051,0.84158,0.40390,0.00066,0.20819,0.54003,0.42586,0.88529,0.76122,0.41600,0.61998,0.82391,0
0.46088,0.49140,0.22109,0.23021,0.00012,0.34542,0.03524,0.00010,0.09753,0.56286,0.00425,0.15956,0.23965,0.53186,0.43886,0.72693,0.64278,0.00941,0.08817,0.28341,0
0.14253,0.15052,0.56981,0.25754,0.02724,0.86305,0.25782,0.36767,0.27421,0.35467,0.35406,0.88589,0.42582,0.84187,0.62432,0.62812,0.48256,0.00009,0.10685,0.32748,2
0.40354,0.51844,0.49146,0.61966,0.21216,0.48795,0.26571,0.23522,0.49618,0.71734,0.12838,0.50470,0.13340,0.46936,0.67711,0.88515,0.65011,0.00068,0.45615,0.54017,2
0.46045,0.45198,0.18485,0.25288,0.05306,0.35035,0.03565,0.02795,0.01808,0.65918,0.00034,0.12442,0.23914,0.57536,0.44728,0.72600,0.73950,0.00050,0.10255,0.35433,0
0.00031,0.04438,0.31212,0.71279,0.38912,0.53544,0.00076,0.58444,0.08820,0.77904,0.45139,0.34528,0.19055,0.72614,0.66853,0.70821,0.86730,0.12472,0.63710,0.54072,1
0.51819,0.46505,0.24346,0.16417,0.00044,0.44268,0.15077,0.00088,0.04449,0.60611,0.07129,0.14240,0.29649,0.74381,0.61923,0.57505,0.76158,0.14206,0.03527,0.25706,0
0.00038,0.07534,0.26869,0.69042,0.46013,0.38589,0.00000,0.67344,0.15043,0.78875,0.52270,0.08841,0.21292,0.68195,0.50495,0.77998,0.84107,0.15924,0.66826,0.50460,1
0.00041,0.01303,0.32162,0.68150,0.42576,0.61577,0.00059,0.62481,0.02783,0.68694,0.48728,0.44208,0.20812,0.78842,0.68638,0.64667,0.80597,0.15018,0.65548,0.47820,1
0.22123,0.14231,0.22143,0.77003,0.61179,0.44299,0.15957,0.55887,0.00041,0.71726,0.44732,0.00035,0.25296,0.88533,0.54941,0.87663,0.72159,0.38933,0.66465,0.82312,2
0.62442,0.62484,0.37644,0.44703,0.00085,0.38987,0.36359,0.16847,0.36335,0.76119,0.23013,0.00029,0.32316,0.77903,0.54063,0.70872,0.85027,0.12485,0.27484,0.34519,2
0.46957,0.39806,0.72678,0.02263,0.23099,0.70887,0.88593,0.43872,0.74310,0.36361,0.59378,0.57567,0.88553,0.84101,0.42063,0.31993,0.54479,0.54004,0.13791,0.00083,2
0.31971,0.22624,0.21920,0.81035,0.65565,0.43833,0.18663,0.61990,0.00035,0.60608,0.50026,0.31959,0.32780,0.55882,0.27929,0.74369,0.53196,0.41613,0.69587,0.88566,0
0.00022,0.08423,0.35893,0.66818,0.34590,0.54922,0.00053,0.55887,0.16862,0.85438,0.42995,0.40710,0.15908,0.69070,0.56212,0.82350,0.88593,0.08806,0.55356,0.57547,1
0.48232,0.45186,0.26105,0.38168,0.15936,0.50484,0.08073,0.08031,0.01859,0.78329,0.00080,0.39888,0.26137,0.61185,0.56207,0.73570,0.85800,0.00017,0.25241,0.41673,0
0.03596,0.00086,0.30529,0.61503,0.38992,0.61133,0.07193,0.52759,0.00054,0.81008,0.42087,0.40740,0.19979,0.81463,0.73083,0.73501,0.88522,0.17706,0.51822,0.58462,1
0.45644,0.44267,0.20181,0.31485,0.22157,0.40378,0.02777,0.19973,0.00039,0.55851,0.11164,0.00096,0.27918,0.80532,0.54401,0.68142,0.65957,0.04462,0.20451,0.44264,0
0.88572,0.82395,0.57756,0.00939,0.40753,0.39475,0.88564,0.25266,0.76125,0.23012,0.46566,0.08849,0.68634,0.69945,0.44293,0.14245,0.42012,0.83293,0.21276,0.00060,1
0.02776,0.00074,0.21216,0.63328,0.39822,0.42561,0.05349,0.64240,0.00016,0.64217,0.52715,0.06219,0.25799,0.78861,0.63333,0.67332,0.74856,0.16833,0.60289,0.46034,1
0.44202,0.29267,0.24861,0.65076,0.51369,0.49688,0.30103,0.61976,0.00035,0.22122,0.65933,0.10686,0.47377,0.88507,0.44209,0.42534,0.35897,0.59364,0.69933,0.41692,1
0.00064,0.00096,0.21248,0.58878,0.35462,0.42537,0.00049,0.61915,0.00096,0.71720,0.50417,0.08830,0.23028,0.76188,0.60680,0.69031,0.81439,0.12442,0.55321,0.42596,1
0.35027,0.17730,0.36975,0.68678,0.58439,0.73965,0.34534,0.58807,0.00042,0.23537,0.63736,0.59318,0.40716,0.88537,0.61561,0.46999,0.36369,0.68142,0.73551,0.48794,1
0.54439,0.39467,0.26593,0.63385,0.55831,0.53141,0.30181,0.66430,0.00046,0.20487,0.69014,0.17740,0.52744,0.88596,0.44223,0.37297,0.35007,0.61134,0.72121,0.38124,1
0.54492,0.58852,0.32571,0.58457,0.04440,0.35867,0.20486,0.17302,0.29278,0.83674,0.15055,0.00048,0.24312,0.71729,0.46518,0.85821,0.85067,0.00025,0.37651,0.46097,2
0.46058,0.44251,0.17516,0.58864,0.43474,0.35003,0.03572,0.36710,0.00004,0.73593,0.24851,0.00006,0.28827,0.69940,0.46935,0.88594,0.73064,0.19534,0.47333,0.66402,0
0.47806,0.44222,0.18899,0.20484,0.06208,0.37689,0.07114,0.03199,0.00071,0.62813,0.06699,0.12458,0.25795,0.62840,0.44239,0.67398,0.73599,0.13354,0.08032,0.31036,0
0.44701,0.26562,0.53570,0.43869,0.27438,0.63773,0.79645,0.58069,0.43483,0.06204,0.78825,0.38909,0.59744,0.88565,0.47818,0.12400,0.27496,0.69033,0.57532,0.00089,0
0.01312,0.00083,0.20491,0.67391,0.44299,0.40717,0.02704,0.66408,0.00009,0.79267,0.54493,0.08033,0.26574,0.73578,0.50078,0.84161,0.81488,0.20410,0.59743,0.59356,1
0.43403,0.23598,0.25269,0.61958,0.36328,0.50467,0.39823,0.57122,0.00018,0.21789,0.77097,0.12470,0.48715,0.88559,0.48261,0.43414,0.40338,0.76175,0.62486,0.35454,1
0.21708,0.15995,0.59548,0.43821,0.00050,0.87246,0.43469,0.44262,0.31969,0.33600,0.58076,0.85834,0.44243,0.88581,0.67770,0.38901,0.48298,0.27484,0.39866,0.08045,2
0.48708,0.44298,0.21591,0.36779,0.14207,0.42901,0.08887,0.07111,0.00037,0.70473,0.04471,0.23984,0.26590,0.61936,0.47380,0.77013,0.76144,0.08865,0.22690,0.42519,0
0.51899,0.64668,0.79028,0.28386,0.00061,0.79240,0.53152,0.41222,0.78815,0.38563,0.47809,0.85849,0.70890,0.72606,0.62449,0.61184,0.52258,0.13385,0.18668,0.19519,0
0.54960,0.44262,0.12665,0.78392,0.65599,0.25238,0.21220,0.67364,0.00089,0.69956,0.56213,0.00093,0.47315,0.50405,0.39854,0.88563,0.59328,0.43489,0.67306,0.87633,0
0.46057,0.48712,0.30502,0.42578,0.21249,0.52210,0.03578,0.10684,0.08881,0.73950,0.00060,0.35464,0.20835,0.69080,0.47865,0.77975,0.79272,0.00057,0.29240,0.47882,0
0.29656,0.22170,0.22128,0.81096,0.60294,0.44208,0.15008,0.59798,0.00061,0.73594,0.49141,0.00068,0.30160,0.88523,0.58823,0.87654,0.73988,0.38920,0.69507,0.83204,2
0.42926,0.28875,0.23979,0.41665,0.61121,0.47865,0.28330,0.55837,0.00055,0.82767,0.50977,0.50480,0.47327,0.45196,0.66888,0.88569,0.71218,0.51366,0.30587,0.83279,2
0.65910,0.76557,0.61357,0.31909,0.00025,0.58069,0.43443,0.00008,0.64686,0.36759,0.10248,0.50445,0.43489,0.65536,0.52756,0.61142,0.50478,0.20420,0.17317,0.29265,2
0.25784,0.22189,0.51852,0.28360,0.00013,0.77919,0.32787,0.44288,0.25787,0.24399,0.50029,0.67318,0.50983,0.88596,0.59387,0.42539,0.37265,0.11544,0.20800,0.15065,2
0.38596,0.27966,0.25729,0.55838,0.43413,0.51353,0.21209,0.65926,0.00079,0.26177,0.65090,0.14240,0.43848,0.88551,0.48287,0.52236,0.37214,0.41683,0.59757,0.35451,1
0.35881,0.24850,0.09383,0.79256,0.66453,0.18607,0.22174,0.62865,0.00009,0.71265,0.51864,0.00094,0.37244,0.37287,0.38199,0.77027,0.61103,0.44247,0.68170,0.88547,0
0.25261,0.22615,0.40781,0.24860,0.00995,0.67398,0.19597,0.44747,0.14249,0.23930,0.44256,0.46008,0.51820,0.88542,0.53525,0.43425,0.35406,0.00079,0.15540,0.19531,2
0.73919,0.82733,0.75468,0.06602,0.00071,0.73971,0.59371,0.00006,0.77079,0.36389,0.16408,0.59383,0.49692,0.88508,0.48783,0.46909,0.53589,0.32738,0.00401,0.12440,2
0.21257,0.22609,0.59757,0.17755,0.00021,0.88539,0.28395,0.31053,0.31006,0.39803,0.35097,0.88576,0.47805,0.88530,0.75232,0.53114,0.51348,0.08012,0.04989,0.25797,2
0.82710,0.88503,0.72865,0.08030,0.28346,0.57149,0.77064,0.30169,0.88514,0.23504,0.44708,0.40787,0.64666,0.73589,0.54945,0.13355,0.39857,0.57530,0.22139,0.00083,1
0.57567,0.60206,0.78512,0.00008,0.24841,0.73931,0.77999,0.35813,0.83237,0.36736,0.48729,0.59312,0.83298,0.88519,0.52228,0.34529,0.55316,0.50482,0.12402,0.00079,2
0.45179,0.44752,0.14456,0.18649,0.02764,0.27903,0.01892,0.04069,0.00946,0.58016,0.02761,0.00067,0.24372,0.55843,0.38514,0.69914,0.67324,0.00083,0.03562,0.32758,0
0.21721,0.11134,0.09516,0.81953,0.66461,0.19083,0.21243,0.62456,0.00035,0.66482,0.50923,0.00045,0.30574,0.38123,0.33240,0.72617,0.57105,0.43479,0.70808,0.88541,0
0.48275,0.38505,0.14694,0.87647,0.65526,0.29211,0.19549,0.75227,0.00088,0.72130,0.63712,0.00039,0.49653,0.58443,0.45670,0.79641,0.64684,0.42542,0.76175,0.88544,0
0.55394,0.49175,0.63168,0.42040,0.19576,0.50052,0.88557,0.54040,0.76143,0.11528,0.72625,0.15042,0.75761,0.85069,0.42580,0.17704,0.30595,0.56671,0.51852,0.00039,0
0.47846,0.33250,0.27472,0.47321,0.24828,0.54938,0.29260,0.56600,0.00062,0.17793,0.69905,0.21295,0.51359,0.88562,0.49695,0.35471,0.31926,0.51313,0.48789,0.22117,1
0.06603,0.07189,0.40919,0.65582,0.69011,0.81008,0.00054,0.78810,0.00982,0.30108,0.61515,0.86753,0.41654,0.75282,0.50987,0.60230,0.44225,0.34559,0.71797,0.56689,2
0.08063,0.07506,0.48048,0.27067,0.08881,0.81021,0.15987,0.47331,0.15032,0.54051,0.42918,0.77973,0.45635,0.84111,0.86340,0.64619,0.65902,0.00005,0.12876,0.37267,2
0.54415,0.38594,0.36329,0.41250,0.31981,0.72686,0.31964,0.60242,0.00036,0.21299,0.65967,0.56637,0.54994,0.88585,0.62469,0.38196,0.33643,0.43424,0.41296,0.31959,1
0.08879,0.00053,0.23009,0.61948,0.54022,0.46089,0.17715,0.43810,0.00081,0.88583,0.35011,0.25734,0.15526,0.66426,0.46095,0.88522,0.81960,0.36326,0.53181,0.71760,0
0.83216,0.88552,0.69585,0.04963,0.08882,0.50434,0.77951,0.04415,0.88543,0.57154,0.24330,0.23023,0.52772,0.77965,0.53577,0.31989,0.65986,0.48727,0.09394,0.00078,1
0.56266,0.60668,0.35897,0.42590,0.00951,0.38975,0.23981,0.14662,0.32706,0.80573,0.14207,0.00080,0.31958,0.77945,0.57153,0.80568,0.84554,0.00073,0.22696,0.40707,2
0.54437,0.55832,0.74176,0.37226,0.15948,0.60687,0.85018,0.52286,0.87606,0.12453,0.69930,0.32775,0.77460,0.88536,0.48709,0.24836,0.30599,0.51315,0.45134,0.00012,0
0.44272,0.29693,0.54237,0.47352,0.39882,0.49121,0.88592,0.61110,0.59378,0.08038,0.80105,0.23922,0.61939,0.74307,0.42586,0.00037,0.26550,0.77969,0.64271,0.06214,0
0.54092,0.60605,0.72160,0.34166,0.15983,0.55866,0.75281,0.52232,0.88504,0.10208,0.66871,0.27479,0.73946,0.84110,0.44298,0.20407,0.27015,0.45179,0.42049,0.00007,0
0.68675,0.70441,0.46245,0.37270,0.00077,0.40311,0.48790,0.13731,0.52241,0.61988,0.28821,0.00098,0.49603,0.80514,0.55395,0.69036,0.71734,0.30160,0.20412,0.33651,2
0.55871,0.40376,0.32143,0.48278,0.33685,0.64287,0.31092,0.61129,0.00065,0.20836,0.67301,0.39863,0.58065,0.88507,0.57571,0.41626,0.35083,0.46089,0.46918,0.36386,1
0.00046,0.04486,0.27451,0.52239,0.35443,0.46057,0.00056,0.61935,0.08806,0.79210,0.51396,0.09770,0.23509,0.82326,0.69913,0.71732,0.87646,0.14253,0.45105,0.49671,1
0.62454,0.41626,0.24879,0.44272,0.64643,0.49633,0.41635,0.61100,0.00071,0.73009,0.54086,0.35453,0.65036,0.63755,0.38956,0.61198,0.64665,0.50460,0.32353,0.88594,2
0.00058,0.00968,0.22663,0.61571,0.45171,0.43476,0.00010,0.47893,0.01817,0.88563,0.35812,0.34516,0.16812,0.52231,0.58860,0.88596,0.78816,0.21297,0.50076,0.68108,0
0.37634,0.24340,0.37851,0.81952,0.86758,0.75753,0.26506,0.87643,0.00037,0.31057,0.72651,0.79612,0.51382,0.71775,0.56234,0.61974,0.25265,0.56688,0.81076,0.88571,2
